Species,Test AUC,wc2.1_30s_bio_1_fc,wc2.1_30s_bio_2_fc,wc2.1_30s_bio_3_fc,wc2.1_30s_bio_4_fc,wc2.1_30s_bio_5_fc,wc2.1_30s_bio_6_fc,wc2.1_30s_bio_7_fc,wc2.1_30s_bio_8_fc,wc2.1_30s_bio_9_fc,wc2.1_30s_bio_10_fc,wc2.1_30s_bio_11_fc,wc2.1_30s_bio_12_fc,wc2.1_30s_bio_13_fc,wc2.1_30s_bio_14_fc,wc2.1_30s_bio_15_fc,wc2.1_30s_bio_16_fc,wc2.1_30s_bio_17_fc,wc2.1_30s_bio_18_fc,wc2.1_30s_bio_19_fc,wc2.1_30s_bio_20_fc
Baccaurea_courtallensis,0.945,0.0,1.4,4.4,1.2,0.0,0.6,9.4,0.0,0.0,0.2,2.5,1.4,0.0,0.0,0.2,0.6,2.8,10.3,48.4,16.7
Aglaia_perviridis,0.957,0.0,9.2,0.0,0.0,0.0,3.5,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.7,16.0,5.6
Eugenia_kalamii,0.734,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9,0.0,27.1,0.0,0.0,5.1,0.0,10.4
Nothopegia_racemosa,0.905,0.0,0.0,6.4,3.6,12.0,0.0,0.0,2.5,0.0,0.0,0.7,33.1,10.2,5.6,9.6,0.2,0.0,4.4,3.6,7.9
Calophyllum_apetalum,0.951,0.0,2.7,0.1,28.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,41.4,0.0,4.8,0.0,0.1,17.5,4.3,0.0
Syzygium_cumini,0.885,1.5,0.0,1.2,0.7,7.5,2.5,1.0,0.3,1.5,0.1,0.4,11.0,25.7,1.6,17.2,3.6,0.7,19.1,4.1,0.5
Aglaia_canarana,0.897,0.0,9.1,6.2,3.7,0.0,2.9,0.0,0.0,0.0,0.0,0.1,13.5,0.6,33.4,0.0,0.0,17.6,0.0,2.9,9.9
Calophyllum_tomentosum,0.928,0.0,0.9,20.7,2.1,0.5,0.1,0.2,0.1,2.3,0.0,3.2,14.8,0.2,0.3,0.0,0.8,3.1,0.1,13.1,37.6
Xanthophyllum_arnottianum,0.951,0.0,4.6,4.1,0.9,1.2,0.1,4.6,0.4,0.2,0.0,0.8,12.6,0.0,1.8,2.1,0.0,25.3,0.4,32.2,8.8
Syzygium_hemisphericum,0.882,0.0,0.0,13.7,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,19.6,1.4,2.4,27.8,2.2,0.4,0.0,2.2,27.8
Syzygium_rubicundum,0.904,0.0,19.7,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,43.4,0.0,0.0
Nothopegia_travancorica,0.971,0.0,11.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,2.3,0.0,1.6,0.5,0.0,1.1,12.9,57.9,3.6
Meiogyne_ramarowii,0.902,0.0,6.5,2.4,0.1,0.0,0.9,4.8,0.0,0.2,1.1,1.2,3.4,0.0,0.1,0.0,0.0,1.0,8.1,66.9,3.3
Paracroton_pendulus_subsp._zeylanicus,0.963,7.4,1.1,6.8,0.0,0.0,0.7,1.7,0.7,2.6,0.1,4.7,12.4,0.0,3.4,0.9,0.0,1.1,0.6,48.4,7.4
Symplocos_macrophylla,0.994,1.1,0.1,0.4,1.8,0.7,0.2,0.0,7.0,0.0,0.0,0.3,20.6,9.2,0.1,37.8,1.0,9.0,9.4,0.9,0.7
Drypetes_malabarica,0.829,0.5,12.7,2.1,13.1,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,1.3,8.4,5.2,0.0,40.8,0.4,0.0,2.2
Elaeocarpus_serratus,0.94,0.0,1.1,14.9,3.9,0.0,3.9,0.0,0.0,0.0,0.0,0.0,27.8,12.8,5.4,0.1,1.5,2.5,2.8,1.7,21.5
Aphanamixis_polystachya,0.844,0.0,7.8,5.9,11.0,0.0,2.4,3.3,0.0,1.9,22.4,6.4,14.0,0.5,0.6,0.4,0.0,0.0,1.3,1.2,20.8
Alseodaphne_semecarpifolia,0.918,0.0,24.0,2.4,0.2,0.0,0.4,0.8,5.1,0.0,4.2,2.0,8.6,0.0,14.1,7.5,6.9,1.5,11.3,10.6,0.5
Nothopegia_beddomei,0.923,2.8,2.3,10.6,1.7,0.0,6.8,4.1,1.0,0.2,8.4,0.0,11.4,1.2,3.6,2.4,12.5,0.4,0.2,21.8,8.8
Agrostistachys_indica,0.877,0.0,5.5,0.0,0.0,0.0,0.0,0.1,25.4,6.2,0.0,0.0,9.7,1.5,0.4,4.8,0.0,0.0,1.7,44.3,0.2
Mesua_ferrea,0.922,12.4,0.8,6.3,0.1,0.0,0.0,0.7,0.3,0.4,0.0,9.5,20.6,0.1,0.8,0.0,0.3,0.6,0.0,40.7,6.3
Elaeocarpus_tuberculatus,0.931,1.2,4.9,6.9,1.8,0.0,1.0,1.2,0.0,0.1,3.0,1.3,39.2,0.0,0.0,2.6,0.0,0.0,0.0,30.2,6.4
